Judul,Alamat,Kamar Tidur,Luas Bangunan,Luas Lahan,Harga,Provinsi
2 lt promo rumah kota bandung timur jatihandap antapani cluster mahaka,Antapani Bandung,2,45,45,479000000,Jawa Barat
DIJUAL RUMAH CLUSTER 2 LANTAI LOKASI STRATEGIS DICIRACAS JAKARTA TIMUR,Ciracas Jakarta Timur,3,50,62,940000000,DKI Jakarta
Golden Park 3 Tipe Eyrine Plus,Cisauk Tangerang,2,29,50,575000000,Banten
Jual Murah Rumah 2 lantai Cluster Beryl PHG Summarecon Gading Serpong,Gading Serpong Tangerang,4,170,128,2800000000,Banten
DEKAT MERR SURABAYA HARGA 500 JUTAAN CLUSTER MEWAH FASUM TERLENGKAP,Gunung Anyar Surabaya,2,32,72,500000000,Jawa Timur
Jual Rumah Strategis 10 menit ke Cibinong City Mall Harga Nego J 17779,Cibinong Bogor,2,60,102,570000000,Jawa Barat
Jarang Ada Rumah Baru Mewah Berkualitas Full Furnish Area Maguwoharjo,Maguwoharjo Sleman,4,185,120,2357000000,DI Yogyakarta
RUMAH SUBSIDI BERKUALITAS DI BARAT BOGOR DP Ringan Bebas Bea Surat2,Ciampea Bogor,2,27,60,185000000,Jawa Barat
Rumah Mungil Recomended hanya 200m dari stasiun Cikoya Tangerang,Palmerah Jakarta Barat,2,30,60,185000000,DKI Jakarta
Di jual Rumah murah mewah 2 lantai villas yogyakarta,Depok Sleman,3,120,81,1175000000,Jawa Barat
Rumah Terjangkau Dekat Pusat Kota Soreang,Soreang Bandung,2,36,60,165000000,Jawa Barat
Anwa Residence Tipe 60 98,Kembangan Jakarta Barat,3,98,60,1762200000,DKI Jakarta
Rumah Murah di Gamping Sleman Bonus Mezzanine,Gamping Sleman,2,40,76,535600000,DI Yogyakarta
Jual Cepat Rumah 2 Lantai Cluster Vineyard The Green BSD City,Bumi Serpong Damai Tangerang Selatan,3,100,144,2550000000,Banten
Cluster Orchid Tipe Neo Agathis,Gunung Putri Bogor,3,62,75,1137764,Jawa Barat
Rumah Subsidi The Arthera Hill cikarang dekat kawasan MM,Bekasi,2,34,60,185000000,Jawa Barat
Rumah Murah Wisma Asri Cibening Cicilan Flat Setu Bekasi,Setu Bekasi,2,30,60,181000000,Jawa Barat
Villa Mewah Harga Murah,Ungasan Badung,3,126,131,3400000000,Bali
Rumah Exclusif Murah di Tangerang dkt KRL cikoya 200m,Grogol Petamburan Jakarta Barat,2,30,60,185000000,DKI Jakarta
Termurah Rumah 2 Lantai Cluster illustria Eminent BSD City,Bumi Serpong Damai Tangerang Selatan,3,114,144,2900000000,Banten
Darmawangsa Residence Cluster Sriwijaya Waterfront Tipe Astha Suite,Tambun Utara Bekasi,2,34,78,692640000,Jawa Barat
Jarang ada Rumah 2 Lantai Cluster Starling The Spring Gading Serpong,Gading Serpong Tangerang,3,133,136,2650000000,Banten
JUAL RUMAH EDISON GADING SERPONG SIAP HUNI TURUN HARGA MURAH,Gading Serpong Tangerang,3,110,142,2300000000,Banten
Jual Murah Rumah 2 Lantai Cluster Monaco Village Gading Serpong,Gading Serpong Tangerang,4,170,147,2400000000,Banten
Rumah Recomended di Tangerang dekat stasiun Cikoya KRL dgn Dp Ringan,Grogol Petamburan Jakarta Barat,2,30,60,185000000,DKI Jakarta
Dijual Rumah Bebas Banjir Dekat Taman Jajan Serpong Jaya J 17632,Serpong Tangerang Selatan,2,36,63,830000000,Banten
Rumah Subsidi Recomended dekat stasiun Cikoya Tangerang,Kebayoran Lama Jakarta Selatan,2,30,60,185000000,DKI Jakarta
Termurah Rumah 2 Lantai Villa Kalijudan Indah Surabaya,Kalijudan Surabaya,4,125,120,1600000000,Jawa Timur
Paradise Serpong City Tipe Grayson,Setu Tangerang Selatan,3,85,84,1622000000,Banten
Dar es Salaam Residence Tipe 54,Jatiwangi Majalengka,2,54,105,525000000,Jawa Barat
Cluster The Northbend Tipe 8x12 Metland Cyber City,Karang Tengah Tangerang,4,102,96,2627503270,Banten
Golden Park 2 Tipe Ebony,Cisauk Tangerang,2,42,60,850000000,Banten
Golden Park 3 Tipe Rhea Premium Plus Hook,Cisauk Tangerang,3,52,92,1199000000,Banten
Golden Park 3 Tipe Oryza Mezzanine,Cisauk Tangerang,2,39,60,853860000,Banten
Adhi City Sentul Tipe Agra Deluxe,Sentul Bogor,3,70,120,1630000000,Jawa Barat
Cluster Garnet Place Tipe Townhomes 2BR AKR GEM City,Manyar Gresik,2,43,40,728085000,Jawa Timur
Tipe La Venoza Cifest,Cikarang Selatan Bekasi,3,100,136,1636150000,Jawa Barat
Hacaca Village Tipe Acacia,Tarumajaya Bekasi,2,36,60,670000000,Jawa Barat
Hacaca Village Tipe Bellflower,Tarumajaya Bekasi,3,60,96,1095000000,Jawa Barat
Tjokro Boulevard Tipe 65,Sewon Bantul,2,65,60,770000000,DI Yogyakarta
Tanakayu Svadhi Tipe 5 BSD City,Pagedangan Tangerang,3,70,50,1703831000,Banten
Zena Co Living Tipe 103 35 Zena Exclusive Shared House BSD City,Pagedangan Tangerang,3,103,35,1830000000,Banten
Tanakayu Vasya BSD City Tipe 7,Pagedangan Tangerang,3,137,84,3352955000,Banten
Rumah 1 Lantai Citraland Driyorejo Gresik,Driyorejo Gresik,1,45,75,900000000,Jawa Timur
Cluster Evergreen Tipe Valerian Tri Parkland Podomoro Karawang,Karawang Barat Karawang,3,142,120,2560000000,Jawa Barat
Aquila Valley Tipe Kasuari,Ciseeng Bogor,2,32,60,328000000,Jawa Barat
Di Jual Rumah Cluster DKI Jakarta,Cengkareng Jakarta Barat,3,100,47,1485000000,DKI Jakarta
Ayodhya Garden Tipe Clover 7x16,Cikokol Tangerang,4,138,112,2695000000,Banten
Rumah 2 lantai termurah 700jt an di pusat kota Depok,Cilodong Depok,3,56,60,765000000,Jawa Barat
Dijual Rumah 3kt dekat aeon mall Freja Suites bsd Full Furnished,Pagedangan Tangerang,3,50,50,1725000000,Banten
Mutiara Damai Cipayung Tipe B,Cipayung Jakarta Timur,4,103,78,1654380000,DKI Jakarta
Rumah Dijual di Paradise Serpong Minimalis Harga All In KPR J 6422,Pamulang Tangerang Selatan,2,65,75,870000000,Banten
Jual Rumah 2 Lantai di Depok Tipe LB 72 LT 60,Depok,4,72,60,1081000000,Jawa Barat
Dijual Rumah di Bojong Ada Tempat Usaha Dekat Exit TOL Bojong,Bojong Pekalongan,2,72,72,235000000,Jawa Tengah
Rumah dekat McDonald s Cipayung Jakarta Timur,Cipayung Jakarta Timur,2,55,35,535000000,DKI Jakarta
Rumah di Permata Cimanggis Cluster Kumala Depok Harga All In J16042,Cimanggis Depok,2,70,84,920000000,Jawa Barat
Dijual rumah mewah di Cempaka putih,Cempaka Putih Jakarta Pusat,2,77,3,1395000000,DKI Jakarta
Jual Rumah Siap Huni Bebas Banjir Harga Terbaik di Area Bekasi J 17721,Setu Bekasi,3,83,96,767000000,Jawa Barat
Rumah Subsidi Lokasi Strategis Murah Cicilan Flat,Gunung Sindur Bogor,1,24,60,181000000,Jawa Barat
Graha Tirta Asri Tipe Lotus,Ciseeng Bogor,2,45,91,760000000,Jawa Barat
Dijual rumah murah siap huni ingenia eminent bsd city,Bumi Serpong Damai Tangerang Selatan,3,114,136,2750000000,Banten
Rumah Minimalis,Bangetayu Wetan Semarang,2,41,73,355000000,Jawa Tengah
Dijual Cepat Rumah Prestigia Eminent Bsd Rapih Siap Huni,Tangerang,3,90,105,2500000000,Banten
Cluster UENOS HOUSE Tipe N Cimanggis Golf Estate,Tapos Depok,2,56,64,990000000,Jawa Barat
Jual Rumah Rapih di Bintaro sektor 1 Jl Merak Posisi Strategis,Bintaro Jakarta Selatan,3,120,180,2700000000,DKI Jakarta
DIJUAL RUMAH DI MAKASSAR TODOPULI 10,Panakkukang Makassar,4,93,99,900000000,Unknown
Rumah baru dijakarta mewah lokasi strategis dijual dijakarta timur,Rawamangun Jakarta Timur,2,54,30,914900000,DKI Jakarta
Rumah Strategis hanya Selangkah ke Kota Cinema Mall Harga Nego J 16950,Jatiasih Bekasi,4,120,84,1610000000,Jawa Barat
Rumah di Graha Santika Strategis Dekat Gerbang Tol Jatiasih J 17513,Jatiasih Bekasi,4,200,100,1070000000,Jawa Barat
RUMAH TANPA DP KRISTAL GARDEN RESIDENCES CIBINONG,Ciriung Bogor,2,36,161,999000000,Jawa Barat
KRISTAL GARDEN RESIDENCES CIBINONG,Ciriung Bogor,2,36,136,975000000,Jawa Barat
Rumah Strategis dekat dengan Pusat Belanja di Cikupa Bisa KPR J 17852,Cikupa Tangerang,3,69,90,1130000000,Banten
Jual Kos Putra Perunit untuk Investasi Area Strategis Kajhu Banda Aceh,Banda Aceh,1,17,37,99000000,Unknown
Dijual rumah mewah di jl pemuda Jakarta Timur,Rawamangun Jakarta Timur,2,67,48,1477000000,DKI Jakarta
Jual Rumah Strategis Siap Huni di Premier Pavilion Siap KPR J 16635,Kalideres Jakarta Barat,3,120,120,2120000000,DKI Jakarta
Jual Rumah di Jakarta Chelsea Modern Home Siap Nego Bisa KPR J 18482,Pasar Rebo Jakarta Timur,3,92,110,1990000000,DKI Jakarta
Dijual Rumah Siap Huni di Nusa Loka BSD Bisa KPR Harga Nego J 16006,Bumi Serpong Damai Tangerang Selatan,2,70,105,1683000000,Banten
Jual Rumah Tua Rapih di Sektor 1 Bintaro Jalsel,Bintaro Tangerang Selatan,3,120,135,2700000000,Banten
Jual Rumah Rapih Siap Huni di Bintaro Sektor 3,Bintaro Tangerang Selatan,3,100,120,2200000000,Banten
Bintaro Jaya Sektor 3A,Bintaro Tangerang Selatan,3,140,180,2350000000,Banten
rumah minimalis murah dekat ice bsd city,Bumi Serpong Damai Tangerang Selatan,2,68,60,1550000000,Banten
Villa Bintaro Regency,Bintaro Tangerang Selatan,3,150,120,1500000000,Banten
jual Ingenia The Eminent BSD Rapih Diap Huni,Bumi Serpong Damai Tangerang Selatan,3,114,136,2700000000,Banten
Rumah Nyaman Vineyard The Green BSD City Jarang Ada Dekat Tol dan,Bumi Serpong Damai Tangerang Selatan,3,110,144,2700000000,Banten
Ammarila The Avani BSD,Bumi Serpong Damai Tangerang Selatan,3,100,144,2550000000,Banten
Rumah The Icon Cluster Cosmo Bsd City,Bumi Serpong Damai Tangerang Selatan,4,195,105,3600000000,Banten
rapi siap huni clstr centro havana de latinos di bsd city dkt tol,Bumi Serpong Damai Tangerang Selatan,4,180,162,3000000000,Banten
Dijual Rumah The Green Cluster Banyan Ville,Bumi Serpong Damai Tangerang Selatan,3,150,180,3250000000,Banten
Jual Rumah Siap Huni Di Precia Emiment BSD,Bumi Serpong Damai Tangerang Selatan,3,144,120,3000000000,Banten
Dijual Rumah Greenwich Cluster Whelford Bsd City,Pagedangan Tangerang,3,120,60,1615000000,Banten
Jual Cepat Rumah Impresahaus R Baru Furnished Rapi dan Siap Huni,Tangerang Selatan,2,88,60,2100000000,Banten
Rumah Baru 2 Lantai 3 Kt dekat CBD Bintaro Jaya bisa KPR DP 0 SHM,Bintaro Jakarta Selatan,3,70,60,1150000000,DKI Jakarta
CITRA AMARTA 3JT ALL IN,Curug Tangerang,2,30,60,390000000,Banten
Rumah dijual cepat Harvest City Cibubur Cluster Depan,Cileungsi Bogor,2,45,90,650000000,Jawa Barat
Rumah Seken di Serpong Lagoon Gratis Renovasi Dekat stasiun J 20053,Cisauk Tangerang,2,58,84,960000000,Banten
JANGAN TENGOK 5Jt Timbang Beli GADGET Mending Buat Rumah CIGANITRI,Buahbatu Margacinta Bandung,2,45,84,700000000,Jawa Barat
Rumah di Cluster Visana The Savia Dekat ke Tol,Pagedangan Tangerang,4,133,144,2850000000,Banten
Rumah Foresta Cluster Allevare Jarang Ada Rapih dan Terawat,Sampora Tangerang,3,133,180,3300000000,Banten
Rumah Jarang Ada Lokasi Strategis Eminent Illustria Dekaat dengan IC,Tangerang,3,92,126,2650000000,Banten
Dijual Rumah Citraland Cibubur Cluster Monteverde Livistona Cileungsi,Cileungsi Bogor,2,34,60,525000000,Jawa Barat
Cluster Margata Tipe Pine Badan Cimanggis Golf Estate,Tapos Depok,3,91,96,2198000000,Jawa Barat
Rumah Cantik Minimalis dekat Kota Tua Jakarta Barat,Taman Sari Jakarta Barat,2,38,22,480000000,DKI Jakarta
New House di NusaLoka BSD full instalasi ktichen set sudah SHM,Serpong Tangerang Selatan,3,120,98,2200000000,Banten
BEST INVESTMENT AT UBUD WITH RICEFIELD VIEW,Ubud Gianyar,2,157,137,2975000000,Bali
RUMAH READY FREE PPN,Gading Serpong Tangerang,4,77,72,955000000,Banten
HUNIAN MINIMALIS MODERN JEPANG TERHEBAT DAN TERLARIS DI SETU BEKASI,Setu Bekasi,2,45,72,408000000,Jawa Barat
Rumah 2 Lantai Cantik Elegan Bebas Banjir Cempaka Putih Tengah,Cempaka Putih Jakarta Pusat,3,94,53,2400000000,DKI Jakarta
Dijual Rumah Pamulang Elok Dekat Dengan Akses Tol Depok,Bojongsari Depok,3,85,119,960000000,Jawa Barat
Dijual Rumah di Cluster Bliss Residence Lokasi Aman dan Bebas Banjir,Cisauk Tangerang,2,39,58,750000000,Banten
Jual Rumah Siap Huni Perumahan Kedungturi Permai Taman Sidoarjo,Taman Sidoarjo,3,118,84,700000000,Jawa Timur
Rumah mewah murah ready lokasi strategis di jakarta timur Rawamangun,Rawamangun Jakarta Timur,3,90,76,2340000000,DKI Jakarta
rumah baru dekat aeon mall bsd,Sarua Tangerang Selatan,3,60,80,1600000000,Banten
Dijual Rumah Baru Minimalis Modern di Cempaka Putih,Cempaka Putih Jakarta Pusat,3,80,54,1670000000,DKI Jakarta
Jual Cepat Rumah BSD Greenwich Park Double Decker Lebar 6 MURAH,Pagedangan Tangerang,3,120,60,1600000000,Banten
Jual Cepat Rumah Cluster Anila House Vanya Park BSD,Pagedangan Tangerang,3,72,77,1700000000,Banten
Rumah Cantik 2 Lantai Cluster Flamingo The Springs Gading Serpong,Gading Serpong Tangerang,4,129,128,3750000000,Banten
RUMAH SIAP HUNI FLAMINGGO AT THE SPRINGS GADING SERPONG LEBAR 9,Gading Serpong Tangerang,3,158,144,3500000000,Banten
RUMAH SIAP HUNI ALICANTE VILLAGE GADING SERPONG 2 LANTAI SHM,Gading Serpong Tangerang,3,150,144,2750000000,Banten
Jual Murah Rumah 2 Lantai Cluster Milano Gading Serpong,Gading Serpong Tangerang,3,65,84,1500000000,Banten
Jual Cepat Rumah 2 Lantai Cluster Visana The Savia BSD City,Bumi Serpong Damai Tangerang Selatan,4,133,144,2800000000,Banten
New karelia Village Posisi Hook,Gading Serpong Tangerang,3,78,98,2500000000,Banten
Siap Huni Rumah 2 Lantai Cluster Venetian The Green BSD City,Bumi Serpong Damai Tangerang Selatan,3,140,180,3400000000,Banten
Dijual Rumah Cluster Albera Foresta,Bumi Serpong Damai Tangerang Selatan,4,133,180,3800000000,Banten
Rumah siap huni Boulevard di Villa melati mas,Bumi Serpong Damai Tangerang Selatan,4,180,140,1900000000,Banten
Termurah Jual Cepat Rumah 2 lantai Cluster Buenos Park Delatinos BSD,Bumi Serpong Damai Tangerang Selatan,2,69,96,1700000000,Banten
Tanpa DP Cluster Baru rumah 2 Lantai Cluster Adora Terravia BSD,Bumi Serpong Damai Tangerang Selatan,3,93,66,1897621250,Banten
Jual Cepat Rumah 2 lantai Cluster illustria Eminent BSD City,Bumi Serpong Damai Tangerang Selatan,3,114,144,2950000000,Banten
Termurah Rumah 2 Lantai Cluster Hyland Greenwich Park BSD City,Bumi Serpong Damai Tangerang Selatan,3,133,112,2450000000,Banten
RUMAH BARU MYZA COSMO HOUSE SEMI FURNISHED SIAP HUNI,Bumi Serpong Damai Tangerang Selatan,3,73,60,1700000000,Banten
Jual Cepat Rumah 2 Lantai Cluster Fiore Foresta BSD City,Bumi Serpong Damai Tangerang Selatan,4,130,112,2250000000,Banten
Selangkah Dari Toll Aeon Cluster Simplicity The Icon BSD,Bumi Serpong Damai Tangerang Selatan,4,77,112,2400000000,Banten
Dijual Rumah PHG cluster ruby tipe master sudah di renovasi,Gading Serpong Tangerang,4,200,144,3000000000,Banten
Rumah di Perum Erfina Regency Dekat Tol Sentul Harga All In J 19436,Sentul City Bogor,3,100,155,1730000000,Jawa Barat
rumah 2 lantai dekat dengan toll bsd,Bumi Serpong Damai Tangerang Selatan,3,80,69,1600000000,Banten
Graha Raya Cluster Hyra at Melia District Tipe Lily,Serpong Utara Tangerang Selatan,2,56,60,1525900000,Banten
Cendana Botanic Tipe Villa,Bojong Nangka Tangerang,2,55,60,846141527,Banten
Dijual cepat BU rumah hadap timur 850 jt nego sampe deal,Duri Kosambi Jakarta Barat,2,90,90,850000000,DKI Jakarta
Jual Rumah Siap Huni di Grand Depok City Harga Nego Bisa KPR J 17910,Sukmajaya Depok,3,70,90,1530000000,Jawa Barat
Rumah 2 Lantai Furnish Cantik Siap Huni KPR Ringan Serpong Lagoon,Setu Tangerang Selatan,2,59,84,1000000000,Banten
Ayodhya Garden Tipe Clover 7x16,Cikokol Tangerang,4,138,112,2695000000,Banten
Rumah murah di Alinda 1 Bekasi,Bekasi Utara Bekasi,2,60,78,430000000,Jawa Barat
Citaville Cibubur Tipe Calgary 3 Kamar,Cileungsi Bogor,3,71,60,1012300000,Jawa Barat
jual rumah murah siap huni di pulogebang cakung,Jakarta Selatan,3,90,148,1050000000,DKI Jakarta
Park Serpong Tipe X,Legok Tangerang,3,60,118,953040408,Banten
Grand Pondok Ungu Tipe 39 78,Bekasi Utara Bekasi,2,39,78,737907188,Jawa Barat
Nirwana Hill Bogor Tipe 30,Gunung Sindur Bogor,2,30,72,470000000,Jawa Barat
Virginia Park Makassar Tipe Spring,Biringkanaya Makassar,3,67,60,771182947,Unknown
Mutiara Damai Cipayung Tipe B,Cipayung Jakarta Timur,4,103,78,1654380000,DKI Jakarta
Panjibuwono City Cluster Majapahit Hook,Babelan Bekasi,2,36,77,690848000,Jawa Barat
Nano Town 4 Tipe Galileo,Pamulang Tangerang Selatan,3,72,72,1389000000,Banten
Lagoosi Village Tipe Lusera,Mandai Maros,2,45,55,517000000,Unknown
Lagoosi Village Tipe Gilenia,Mandai Maros,2,42,55,491000000,Unknown
Lagoosi Village Tipe Selena,Mandai Maros,2,33,55,375000000,Unknown
Aspen Park Tipe 5 x 12 Attic,Gading Serpong Tangerang,2,90,60,1314000000,Banten
Cluster Victoria Village Tipe Hill,Setia Mulya Bekasi,2,33,72,474700000,Jawa Barat
Grand Residence City Bekasi Cluster Visala Tipe 54,Setu Bekasi,3,54,66,891255000,Jawa Barat
Telaga Kahuripan Cluster Aluna Tipe 6,Kemang Bogor,3,84,90,1365300000,Jawa Barat
Cendana Gard n Tipe 2 Residence,Cibodas Tangerang,3,68,83,1020327539,Banten
Golden Park 2 Tipe Redwood,Cisauk Tangerang,4,142,150,2399225664,Banten
Serpong Garden Village Cluster Bougenville Tipe Laurent,Parung Panjang Bogor,2,36,72,615230000,Jawa Barat
Cendana Gard n Tipe 1 Villa,Cibodas Tangerang,2,55,60,757428051,Banten
Cendana Botanic Type 2B,Kelapa Dua Tangerang,3,68,74,985883088,Banten
Cluster Bluebell Tipe 45 Samesta Parayasa,Parung Panjang Bogor,3,45,96,688000000,Jawa Barat
Giantara Serpong City Tipe Maira,Cisauk Tangerang,3,89,72,1328634000,Banten
Cluster Bluebell Tipe 36 Samesta Parayasa,Parung Panjang Bogor,2,36,72,524000000,Jawa Barat
Kebayoran Harmony Tipe Decco 6,Pondok Aren Tangerang,3,88,72,2236000000,Banten
Golden Park 2 Tipe Luna,Cisauk Tangerang,3,76,119,1596776550,Banten
Mutiara Columbus Tipe Manchester,Mustika Jaya Bekasi,3,60,120,822850000,Jawa Barat
Feia 2 at Segara City Tipe 49 Sudut,Tarumajaya Bekasi,2,49,160,1400000000,Jawa Barat
Graha Raya Cluster Fortune Garden Tipe Alamanda,Ciledug Tangerang,3,60,63,1370800000,Banten
De LORA Tipe 39,Parung Panjang Bogor,2,39,72,647320000,Jawa Barat
Shafa Townhouse Cluster Essentia Tipe Ruby,Pamoyanan Bogor,3,70,60,601350000,Jawa Barat
Golden Park 2 Tipe Cananga,Cisauk Tangerang,2,54,94,1295750000,Banten
Grand Duta City Cluster Carmel Tipe Camino,Babelan Bekasi,2,58,60,1053408038,Jawa Barat
Graha Raya Cluster Fortune Garden Tipe Salvia,Ciledug Tangerang,3,67,60,1345400000,Banten
Yamala Haus Tipe AHD,Serpong Tangerang Selatan,3,60,65,1300000000,Banten
Golden Flower Legok Tipe Chamomile,Pagedangan Tangerang,2,36,72,679000000,Banten
Cluster Victoria Asri Tipe Calathea,Setia Mulya Bekasi,2,38,72,440000000,Jawa Barat
Golden Calla Tipe 70,Jatisampurna Bekasi,2,70,60,1375000000,Jawa Barat
Grand Tenjo Residence Cluster Botanica Tipe 30,Tenjo Bogor,2,30,72,376090000,Jawa Barat
Paradise Serpong City Tipe Everest,Serpong Tangerang Selatan,3,75,75,1758000000,Banten
Fortunia Residences 2 Tipe Willow 6x12 Hoek,Pamulang Tangerang Selatan,4,89,92,2478630000,Banten
BSD City The Ostara Tipe Lumina 5,Pagedangan Tangerang,2,62,50,1864299000,Banten
Mustika Village Sukamulya Tipe Miwa,Cikarang Bekasi,2,60,26,204900000,Jawa Barat
Grand Wisata Levante Klasika Tipe T8,Tambun Selatan Bekasi,3,120,104,2541813700,Jawa Barat
The Nove Tipe Semi Detached Nuvasa Bay,Nongsa Batam,3,112,120,2600000000,Unknown
Paradise Serpong City Tipe Valiant,Serpong Tangerang Selatan,2,64,72,1750000000,Banten
Bali Resort Tangerang Tipe Bali Haus,Sepatan Tangerang,3,70,55,755100000,Banten
Paradise Park Tipe 97,Ciputat Tangerang Selatan,2,97,78,2158000000,Banten
Cluster Iris at Metland Cibitung Tipe Iris 27,Cibitung Bekasi,1,27,72,480000000,Jawa Barat
Golden Flower Legok Tipe Amaryllis Basic Plus,Pagedangan Tangerang,1,21,60,501000000,Banten
Cluster Albasia 2 at Green Ara Tipe Amara,Tarumajaya Bekasi,3,64,81,1436000000,Jawa Barat
Kana Park Cluster Maru Tipe 39,Tangerang,2,39,72,643621120,Banten
Trevista Hills Tipe A,Bojongsari Depok,3,75,84,1267500000,Jawa Barat
Graha Laras Sentul Cluster London Tipe 60 60,Sukaraja Bogor,3,60,60,1129800000,Jawa Barat
Myza BSD City Tipe 41 30 Flathouse,Pagedangan Tangerang,1,41,30,1056933000,Banten
Tipe Classic Eropa 48 Taman Jatisari Permai,Jatiasih Bekasi,2,48,84,1150000000,Jawa Barat
PIK 2 Bukit Nirmala Tipe Cempaka,Penjaringan Jakarta Utara,3,96,60,2726000000,DKI Jakarta
Graha Raya Cluster Vazza Tipe 5 x 18,Serpong Utara Tangerang Selatan,4,112,90,2210800000,Banten
Golden Hills Tipe Siena Lite Premium,Gunung Sindur Bogor,2,53,60,799000000,Jawa Barat
Bukit Golf Riverside Cluster Orchid Tipe Javanica,Gunung Putri Bogor,3,47,90,1166185453,Jawa Barat
Feia 2 at Segara City Tipe 43 90,Tarumajaya Bekasi,2,43,90,911000000,Jawa Barat
PIK 2 Pasadena Spring Tipe Zara,Penjaringan Jakarta Utara,2,68,40,1525000000,DKI Jakarta
Sentul City Spring Valley Tipe E 7x15 5,Babakan Madang Bogor,2,65,108,1252335300,Jawa Barat
Cluster Danisha at Tera Damai Tipe 40 70,Medan Satria Bekasi,2,40,70,537000000,Jawa Barat
Sentul City Spring Valley Tipe A 5 5x12,Babakan Madang Bogor,2,34,66,721555500,Jawa Barat
Shafa Townhouse Allura Tipe Ruby,Cibinong Bogor,3,70,60,513000000,Jawa Barat
Baytuna Residence Tipe Kurma,Serang,2,36,60,280000000,Banten
PIK 2 Pasadena Spring Tipe Marlen,Penjaringan Jakarta Utara,2,110,60,2360000000,DKI Jakarta
Permata Hijau Mansion Tipe A,Kebayoran Lama Jakarta Selatan,4,130,45,3525000000,DKI Jakarta
Avoria Estate Tipe 80,Bogor,3,80,90,915072000,Jawa Barat
Kalisuren Green Garden 2 Tipe 30,Tajur Halang Bogor,2,30,60,363000000,Jawa Barat
Living Stone at Telaga Golf Tipe Premium,Sawangan Depok,4,180,120,2129000000,Jawa Barat
Lavesh Phase 2 Kota Harapan Indah Tipe Naraya Sudut 60 hoek,Tarumajaya Bekasi,3,60,103,1742000000,Jawa Barat
Graha Raya Cluster Dammara Tipe Cinnamon,Serpong Tangerang Selatan,3,121,105,3280600000,Banten
Sapta Villa Tipe Palmar 36 65,Cibinong Bogor,2,36,65,686869518,Jawa Barat
Panorama Sepatan 1 Tipe 50 50,Sepatan Timur Tangerang,2,50,50,592650000,Banten
Panorama Sepatan 1 Tipe 50 55,Sepatan Timur Tangerang,2,50,55,621100000,Banten
Metland Cibitung Cluster Barcelona Cove Tipe 31 72,Bekasi,2,31,72,643694118,Jawa Barat
Nagari Village Tipe 2 Lantai,Pancoran Mas Depok,3,81,58,1039940000,Jawa Barat
Parkville Cluster Toscana Tipe Viola,Tangerang,3,66,60,1110000000,Banten
